@RELATION products

@ATTRIBUTE numberOfWords NUMERIC
@ATTRIBUTE numberOfTotalCharacters NUMERIC
@ATTRIBUTE numberOfAlphabetCharacters NUMERIC
@ATTRIBUTE numberOfNumericCharacters NUMERIC
@ATTRIBUTE numberOfWhiteSpaceCharacters NUMERIC
@ATTRIBUTE class {BLUETOOTH_VERSION,RAM_TYPE,CPU_FREQ,CPU,OS_BITS,WIRELESS_CONNECTIVITY,CAMERA_BACK,BATTERY_CAPACITY,NETWORK_4G,GPU,NETWORK_2G,BATTERY_TYPE,STORAGE_SSD,RAM_CAPACITY,EXTERNAL_MEMORY,COLOR,WEIGHT,DEVICE_TYPE,OS,PRICE,CAMERA_FRONT,SIM_CARD_SLOT,SCREEN_TYPE,PRODUCT_SIZE,SCREEN_PPI,NETWORK_3G,USB_VERSION,SIM_CARD_TYPE,BRAND,ETHERNET_SPEED,SCREEN_SIZE,NETWORK_TYPE,SCREEN_RESOLUTION,CPU_CORES,STORAGE_HDD,TITLE,WIFI}

@data
4,28,18,4,3,CPU_CORES
7,38,26,3,6,EXTERNAL_MEMORY
2,5,2,2,1,STORAGE_SSD
5,28,13,6,4,CAMERA_FRONT
6,33,20,3,5,CAMERA_BACK
4,15,3,6,3,WEIGHT
12,45,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
8,42,22,10,7,SCREEN_RESOLUTION
5,24,20,0,4,TITLE
5,25,18,3,4,TITLE
4,19,11,3,3,BLUETOOTH_VERSION
6,37,26,2,5,OS
1,8,7,0,0,SIM_CARD_TYPE
4,28,12,8,5,NETWORK_3G
4,21,3,11,5,NETWORK_2G
6,39,22,5,5,WIFI
4,23,15,4,3,BATTERY_CAPACITY
3,10,5,3,2,RAM_CAPACITY
2,10,6,3,1,GPU
3,28,22,4,2,CPU
3,15,10,2,2,CPU_CORES
3,12,9,1,2,STORAGE_SSD
2,5,1,3,1,WEIGHT
6,21,4,9,5,PRODUCT_SIZE
10,53,28,11,9,SCREEN_SIZE
4,34,28,2,3,SCREEN_TYPE
5,23,16,3,4,TITLE
1,5,0,3,0,PRICE
8,39,26,6,7,TITLE
2,10,4,3,1,BLUETOOTH_VERSION
4,30,21,2,3,OS
1,5,0,3,0,PRICE
7,51,7,24,6,NETWORK_4G
4,27,14,5,3,WIFI
5,33,24,4,4,BATTERY_CAPACITY
2,10,6,3,1,GPU
3,23,18,3,2,CPU
4,27,18,3,3,CPU_CORES
3,11,3,3,2,CAMERA_FRONT
6,34,20,4,5,CAMERA_BACK
12,45,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
6,44,36,2,5,SCREEN_TYPE
5,25,17,4,4,TITLE
3,14,6,3,2,BLUETOOTH_VERSION
2,10,3,4,1,OS
1,8,7,0,0,SIM_CARD_TYPE
1,5,0,3,0,PRICE
25,223,7,123,24,NETWORK_4G
6,41,8,18,9,NETWORK_3G
5,27,3,14,7,NETWORK_2G
5,43,25,5,4,WIFI
7,47,29,7,6,BATTERY_CAPACITY
2,19,15,0,1,GPU
3,16,12,2,2,CPU
1,9,8,0,0,CPU_CORES
2,6,2,3,1,STORAGE_SSD
10,74,37,17,9,CAMERA_FRONT
12,78,51,6,11,CAMERA_BACK
4,15,3,6,3,WEIGHT
12,45,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
7,55,44,2,6,SCREEN_TYPE
8,42,22,10,7,SCREEN_RESOLUTION
6,31,23,3,5,TITLE
2,7,3,2,1,OS
1,5,0,3,0,PRICE
17,146,7,78,16,NETWORK_4G
7,47,8,21,11,NETWORK_3G
4,32,17,5,3,WIFI
5,36,26,4,4,BATTERY_CAPACITY
4,34,24,4,3,GPU
2,8,6,1,1,CPU
4,26,18,3,3,CPU_CORES
13,85,51,11,12,CAMERA_FRONT
11,73,48,6,10,CAMERA_BACK
4,15,3,6,3,WEIGHT
12,45,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
8,42,22,10,7,SCREEN_RESOLUTION
6,30,21,4,5,TITLE
1,5,0,3,0,PRICE
2,6,2,3,1,STORAGE_SSD
6,30,23,2,5,TITLE
1,5,0,3,0,PRICE
2,5,2,2,1,STORAGE_SSD
5,26,19,3,4,TITLE
5,27,20,3,4,TITLE
6,30,18,4,5,OS
1,5,0,3,0,PRICE
24,214,7,118,23,NETWORK_4G
7,45,28,6,6,BATTERY_CAPACITY
3,17,11,2,2,CPU_CORES
8,61,34,13,7,CAMERA_FRONT
13,80,52,10,12,CAMERA_BACK
4,15,3,6,3,WEIGHT
6,30,21,4,5,TITLE
5,26,18,4,4,TITLE
5,25,18,3,4,TITLE
1,5,0,3,0,PRICE
5,24,16,4,4,TITLE
1,5,0,3,0,PRICE
5,26,19,3,4,TITLE
5,25,19,2,4,TITLE
5,25,18,3,4,TITLE
5,26,19,3,4,TITLE
6,30,18,4,5,OS
1,5,0,3,0,PRICE
9,68,7,33,8,NETWORK_4G
6,46,27,5,5,WIFI
7,46,28,7,6,BATTERY_CAPACITY
4,13,8,2,3,RAM_CAPACITY
4,34,24,4,3,GPU
2,8,6,1,1,CPU
6,40,27,3,5,CPU_CORES
3,13,9,2,2,STORAGE_SSD
11,72,48,7,10,CAMERA_FRONT
11,63,38,9,10,CAMERA_BACK
4,15,3,6,3,WEIGHT
10,54,28,12,9,SCREEN_SIZE
5,25,18,3,4,TITLE
1,5,0,3,0,PRICE
7,38,12,14,9,NETWORK_2G
5,26,18,4,4,TITLE
5,27,19,4,4,TITLE
1,5,0,3,0,PRICE
5,27,21,2,4,TITLE
7,44,36,2,6,TITLE
1,4,0,2,0,PRICE
3,28,24,0,2,BATTERY_CAPACITY
3,12,9,1,2,STORAGE_SSD
2,4,1,2,1,WEIGHT
6,18,4,7,5,PRODUCT_SIZE
7,41,32,3,6,TITLE
5,24,14,3,4,BLUETOOTH_VERSION
6,28,18,3,5,OS
1,5,0,3,0,PRICE
4,34,18,5,3,WIFI
5,37,25,3,4,BATTERY_CAPACITY
3,8,5,1,2,RAM_CAPACITY
2,8,6,1,1,CPU
3,17,11,2,2,CPU_CORES
3,13,9,2,2,STORAGE_SSD
9,60,38,7,8,CAMERA_FRONT
24,149,96,14,23,CAMERA_BACK
2,4,1,2,1,WEIGHT
6,19,4,8,5,PRODUCT_SIZE
10,54,28,12,9,SCREEN_SIZE
5,28,21,3,4,TITLE
7,43,34,3,6,TITLE
8,38,27,4,7,TITLE
1,4,0,2,0,PRICE
5,32,24,3,4,BATTERY_CAPACITY
7,36,26,1,6,EXTERNAL_MEMORY
2,4,1,2,1,WEIGHT
6,22,4,10,5,PRODUCT_SIZE
5,41,23,6,4,SCREEN_SIZE
3,15,10,2,2,SCREEN_TYPE
8,41,22,9,7,SCREEN_RESOLUTION
11,49,33,6,10,TITLE
2,9,3,3,1,BLUETOOTH_VERSION
6,32,22,0,6,SIM_CARD_TYPE
1,5,0,3,0,PRICE
6,36,8,17,8,NETWORK_3G
5,36,26,4,4,BATTERY_CAPACITY
2,15,10,4,1,CPU
4,27,18,3,3,CPU_CORES
5,20,13,2,4,EXTERNAL_MEMORY
2,4,2,1,1,STORAGE_SSD
4,15,10,1,3,CAMERA_FRONT
5,26,19,1,4,CAMERA_BACK
4,15,3,6,3,WEIGHT
12,43,8,17,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
7,31,22,3,6,TITLE
1,5,0,3,0,PRICE
11,90,7,47,10,NETWORK_4G
8,63,39,5,7,WIFI
4,30,22,4,3,BATTERY_CAPACITY
3,8,5,1,2,RAM_CAPACITY
4,31,21,7,3,CPU
7,44,24,7,7,CPU_CORES
2,5,2,2,1,STORAGE_SSD
4,16,3,5,3,CAMERA_FRONT
10,67,46,4,9,CAMERA_BACK
4,15,3,6,3,WEIGHT
12,45,8,18,11,PRODUCT_SIZE
5,41,23,6,4,SCREEN_SIZE
8,43,22,11,7,SCREEN_RESOLUTION
6,26,20,1,5,TITLE
2,10,4,3,1,BLUETOOTH_VERSION
4,27,16,3,3,OS
1,5,0,3,0,PRICE
5,37,27,4,4,BATTERY_CAPACITY
2,10,6,3,1,GPU
4,33,23,7,3,CPU
5,27,16,5,4,CPU_CORES
3,17,6,7,2,CAMERA_FRONT
9,47,26,10,8,CAMERA_BACK
4,15,3,6,3,WEIGHT
12,45,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
8,43,22,11,7,SCREEN_RESOLUTION
7,34,25,3,6,TITLE
3,14,6,3,2,BLUETOOTH_VERSION
4,32,21,3,3,OS
1,5,0,3,0,PRICE
9,74,7,39,8,NETWORK_4G
6,43,25,5,5,WIFI
5,37,27,4,4,BATTERY_CAPACITY
4,31,21,7,3,CPU
4,28,18,4,3,CPU_CORES
9,39,24,4,8,EXTERNAL_MEMORY
4,18,4,7,3,CAMERA_FRONT
8,50,34,4,7,CAMERA_BACK
4,15,3,6,3,WEIGHT
12,45,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
8,42,22,10,7,SCREEN_RESOLUTION
7,34,25,3,6,TITLE
6,45,33,0,5,SIM_CARD_TYPE
1,5,0,3,0,PRICE
10,85,7,45,9,NETWORK_4G
6,41,24,5,5,WIFI
5,37,27,4,4,BATTERY_CAPACITY
4,31,21,7,3,CPU
3,11,3,3,2,CAMERA_FRONT
6,34,20,4,5,CAMERA_BACK
4,17,3,7,3,WEIGHT
12,45,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
7,34,24,4,6,TITLE
1,5,0,3,0,PRICE
3,8,5,1,2,RAM_CAPACITY
8,37,26,4,7,TITLE
1,5,0,3,0,PRICE
7,34,25,3,6,TITLE
8,47,33,0,8,SIM_CARD_TYPE
1,5,0,3,0,PRICE
8,35,9,13,10,NETWORK_2G
8,50,34,4,7,CAMERA_BACK
4,15,3,6,3,WEIGHT
12,45,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
7,34,25,3,6,TITLE
1,5,0,3,0,PRICE
5,36,26,4,4,BATTERY_CAPACITY
4,31,21,7,3,CPU
4,15,3,6,3,WEIGHT
12,43,8,17,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
7,35,26,3,6,TITLE
7,36,27,3,6,TITLE
7,34,25,3,6,TITLE
7,32,22,4,6,TITLE
3,13,5,3,2,BLUETOOTH_VERSION
3,22,13,3,2,OS
1,5,0,3,0,PRICE
5,36,26,4,4,BATTERY_CAPACITY
3,8,5,1,2,RAM_CAPACITY
2,10,6,3,1,GPU
4,31,21,7,3,CPU
7,44,24,7,7,CPU_CORES
3,11,3,5,2,CAMERA_FRONT
16,105,62,11,16,CAMERA_BACK
2,5,1,3,1,WEIGHT
12,45,8,18,11,PRODUCT_SIZE
7,34,25,3,6,TITLE
1,5,0,3,0,PRICE
7,31,22,3,6,TITLE
3,13,5,3,2,BLUETOOTH_VERSION
7,53,36,4,6,OS
1,5,0,3,0,PRICE
10,84,22,33,9,NETWORK_4G
7,57,35,5,6,WIFI
5,37,27,4,4,BATTERY_CAPACITY
1,12,7,4,0,GPU
3,15,12,1,2,CPU
7,55,30,10,7,CPU_CORES
5,24,6,9,4,CAMERA_FRONT
9,56,36,6,8,CAMERA_BACK
4,15,3,6,3,WEIGHT
12,45,8,18,11,PRODUCT_SIZE
5,41,23,6,4,SCREEN_SIZE
7,34,25,3,6,TITLE
1,5,0,3,0,PRICE
7,34,25,3,6,TITLE
1,5,0,3,0,PRICE
7,32,22,4,6,TITLE
7,33,24,3,6,TITLE
1,5,0,3,0,PRICE
7,35,26,3,6,TITLE
1,5,0,3,0,PRICE
8,36,26,3,7,TITLE
1,5,0,3,0,PRICE
7,32,23,3,6,TITLE
7,31,22,3,6,TITLE
1,5,0,3,0,PRICE
7,34,25,3,6,TITLE
1,5,0,3,0,PRICE
7,31,22,3,6,TITLE
7,32,23,3,6,TITLE
1,5,0,3,0,PRICE
6,32,24,3,5,TITLE
1,5,0,3,0,PRICE
21,180,8,98,20,NETWORK_4G
6,36,5,18,9,NETWORK_3G
7,47,28,8,6,BATTERY_CAPACITY
3,18,11,3,2,CPU_CORES
16,109,77,10,15,CAMERA_BACK
4,15,3,6,3,WEIGHT
12,45,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
8,43,22,11,7,SCREEN_RESOLUTION
6,30,21,4,5,TITLE
6,36,18,8,5,OS
1,5,0,3,0,PRICE
7,47,29,7,6,BATTERY_CAPACITY
3,18,11,3,2,CPU_CORES
18,116,70,11,18,CAMERA_BACK
4,15,3,6,3,WEIGHT
6,31,23,3,5,TITLE
1,5,0,3,0,PRICE
6,31,22,4,5,TITLE
6,30,22,3,5,TITLE
6,30,22,3,5,TITLE
1,5,0,3,0,PRICE
7,43,26,8,6,TITLE
1,5,0,3,0,PRICE
13,92,17,39,12,NETWORK_4G
5,37,27,4,4,BATTERY_CAPACITY
1,9,5,3,0,GPU
3,16,10,4,2,CPU
4,28,18,4,3,CPU_CORES
3,11,3,3,2,CAMERA_FRONT
6,34,20,4,5,CAMERA_BACK
12,45,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
6,47,39,2,5,SCREEN_TYPE
8,42,22,10,7,SCREEN_RESOLUTION
6,38,28,4,5,TITLE
4,21,10,3,3,BLUETOOTH_VERSION
4,29,18,3,3,OS
28,153,20,67,27,NETWORK_4G
5,37,27,4,4,BATTERY_CAPACITY
1,12,7,4,0,GPU
2,11,6,4,1,CPU
8,59,36,8,8,CPU_CORES
8,44,26,7,7,CAMERA_FRONT
12,76,51,10,11,CAMERA_BACK
12,45,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
8,43,22,11,7,SCREEN_RESOLUTION
9,58,38,8,8,TITLE
1,4,0,2,0,PRICE
3,16,5,7,3,NETWORK_3G
5,33,24,4,4,BATTERY_CAPACITY
1,11,6,4,0,GPU
2,17,12,4,1,CPU
4,27,18,3,3,CPU_CORES
1,3,3,0,0,CAMERA_FRONT
5,22,11,3,4,CAMERA_BACK
4,15,3,6,3,WEIGHT
12,46,8,19,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
5,39,31,3,4,SCREEN_TYPE
8,41,22,9,7,SCREEN_RESOLUTION
8,52,33,8,7,TITLE
1,5,0,3,0,PRICE
8,60,7,29,7,NETWORK_4G
5,33,24,4,4,BATTERY_CAPACITY
3,10,5,2,2,RAM_CAPACITY
2,17,12,4,1,CPU
4,27,18,3,3,CPU_CORES
7,38,26,3,6,EXTERNAL_MEMORY
6,33,20,3,5,CAMERA_BACK
12,43,8,17,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
7,44,27,8,6,TITLE
7,42,29,6,6,TITLE
4,21,10,3,3,BLUETOOTH_VERSION
1,5,0,3,0,PRICE
44,272,55,109,43,NETWORK_4G
7,35,8,15,9,NETWORK_3G
5,37,27,4,4,BATTERY_CAPACITY
2,14,7,5,1,GPU
3,16,10,4,2,CPU
8,57,37,6,8,CPU_CORES
9,39,24,4,8,EXTERNAL_MEMORY
9,44,25,5,8,CAMERA_FRONT
10,61,39,6,9,CAMERA_BACK
4,15,3,6,3,WEIGHT
12,45,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
8,51,32,8,7,TITLE
4,29,18,3,3,OS
1,5,0,3,0,PRICE
8,59,7,28,7,NETWORK_4G
5,33,24,4,4,BATTERY_CAPACITY
3,16,10,4,2,CPU
3,11,3,3,2,CAMERA_FRONT
6,33,20,3,5,CAMERA_BACK
4,15,3,6,3,WEIGHT
12,45,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
8,41,22,9,7,SCREEN_RESOLUTION
7,41,28,6,6,TITLE
42,266,52,108,41,NETWORK_4G
7,38,26,3,6,EXTERNAL_MEMORY
9,53,34,8,8,TITLE
1,5,0,3,0,PRICE
10,78,7,39,9,NETWORK_4G
5,32,23,4,4,TITLE
1,5,0,3,0,PRICE
11,91,7,47,10,NETWORK_4G
6,37,27,4,5,TITLE
1,5,0,3,0,PRICE
5,37,27,4,4,BATTERY_CAPACITY
4,15,3,6,3,WEIGHT
12,43,8,17,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
8,44,31,5,7,TITLE
1,5,0,3,0,PRICE
4,23,15,4,3,BATTERY_CAPACITY
2,11,6,4,1,CPU
5,21,13,3,4,EXTERNAL_MEMORY
2,4,2,1,1,CAMERA_FRONT
2,5,1,3,1,WEIGHT
6,19,4,8,5,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
8,41,22,9,7,SCREEN_RESOLUTION
7,44,27,8,6,TITLE
1,9,8,0,0,SIM_CARD_TYPE
1,5,0,3,0,PRICE
14,71,13,28,13,NETWORK_4G
7,43,30,6,6,TITLE
8,55,44,3,7,TITLE
4,27,18,2,3,OS
1,5,0,3,0,PRICE
7,50,7,23,6,NETWORK_4G
4,22,5,10,5,NETWORK_3G
2,16,11,4,1,GPU
3,22,16,4,2,CPU
4,28,18,4,3,CPU_CORES
4,15,3,6,3,WEIGHT
12,45,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
8,41,22,9,7,SCREEN_RESOLUTION
7,46,28,8,6,TITLE
1,5,0,3,0,PRICE
7,43,26,8,6,TITLE
9,57,37,8,8,TITLE
8,51,32,8,7,TITLE
9,64,10,29,8,NETWORK_4G
2,4,2,1,1,CAMERA_FRONT
12,43,8,17,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
10,61,47,3,9,TITLE
1,12,7,4,0,GPU
2,16,11,4,1,CPU
4,15,10,1,3,CAMERA_FRONT
12,45,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
8,41,22,9,7,SCREEN_RESOLUTION
7,43,26,8,6,TITLE
8,51,32,8,7,TITLE
1,4,0,2,0,PRICE
3,17,11,2,2,CPU_CORES
9,39,24,4,8,EXTERNAL_MEMORY
5,32,23,4,4,TITLE
1,5,0,3,0,PRICE
8,43,30,5,7,TITLE
9,58,38,8,8,TITLE
8,51,32,8,7,TITLE
1,5,0,3,0,PRICE
8,41,27,7,7,TITLE
4,20,10,3,3,BLUETOOTH_VERSION
4,25,16,2,3,OS
1,5,0,3,0,PRICE
5,37,27,4,4,BATTERY_CAPACITY
1,12,7,4,0,GPU
4,25,16,6,3,CPU
7,55,30,10,7,CPU_CORES
9,56,25,11,8,CAMERA_FRONT
11,66,44,6,10,CAMERA_BACK
12,39,8,15,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
7,35,25,4,6,TITLE
1,5,0,3,0,PRICE
12,99,7,52,11,NETWORK_4G
7,49,29,5,6,WIFI
1,12,7,4,0,GPU
4,25,16,6,3,CPU
4,28,18,4,3,CPU_CORES
8,48,25,7,7,CAMERA_FRONT
7,43,33,2,6,CAMERA_BACK
4,17,3,7,3,WEIGHT
12,45,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
9,51,37,6,8,TITLE
1,5,0,3,0,PRICE
21,185,7,101,20,NETWORK_4G
13,63,25,16,16,NETWORK_2G
5,37,27,4,4,BATTERY_CAPACITY
4,31,21,7,3,CPU
8,48,30,5,8,CPU_CORES
5,23,5,8,4,CAMERA_FRONT
9,56,36,6,8,CAMERA_BACK
4,17,3,7,3,WEIGHT
12,45,8,18,11,PRODUCT_SIZE
8,41,27,7,7,TITLE
1,5,0,3,0,PRICE
8,39,26,6,7,TITLE
1,5,0,3,0,PRICE
19,167,7,91,18,NETWORK_4G
5,37,27,4,4,BATTERY_CAPACITY
4,31,21,7,3,CPU
8,59,36,8,8,CPU_CORES
4,15,3,6,3,WEIGHT
12,45,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
9,50,36,6,8,TITLE
1,5,0,3,0,PRICE
6,29,18,6,5,TITLE
10,66,39,7,9,OS
1,5,0,3,0,PRICE
8,58,35,5,7,WIFI
4,31,21,7,3,CPU
5,27,16,5,4,CPU_CORES
4,22,9,7,3,CAMERA_FRONT
9,49,26,11,8,CAMERA_BACK
2,5,1,3,1,WEIGHT
6,17,4,7,5,PRODUCT_SIZE
10,55,28,13,9,SCREEN_SIZE
5,38,31,2,4,SCREEN_TYPE
8,38,25,6,7,TITLE
8,39,28,4,7,TITLE
3,9,2,3,2,CAMERA_FRONT
9,51,37,6,8,TITLE
8,41,27,7,7,TITLE
8,46,33,6,7,TITLE
7,35,25,4,6,TITLE
9,50,36,6,8,TITLE
8,41,27,7,7,TITLE
9,48,34,5,8,TITLE
4,19,9,3,3,BLUETOOTH_VERSION
1,5,0,3,0,PRICE
7,41,7,20,10,NETWORK_4G
2,13,7,4,1,GPU
3,19,14,3,2,CPU
7,55,30,10,7,CPU_CORES
4,18,4,7,3,CAMERA_FRONT
6,34,20,4,5,CAMERA_BACK
4,15,3,6,3,WEIGHT
12,45,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
8,43,22,11,7,SCREEN_RESOLUTION
6,34,22,6,5,TITLE
1,5,0,3,0,PRICE
22,194,7,106,21,NETWORK_4G
8,62,39,5,7,WIFI
5,37,27,4,4,BATTERY_CAPACITY
2,12,7,3,1,GPU
3,19,14,3,2,CPU
7,55,30,10,7,CPU_CORES
18,109,74,6,18,CAMERA_BACK
12,43,8,17,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
6,46,37,2,5,SCREEN_TYPE
8,43,22,11,7,SCREEN_RESOLUTION
8,46,34,4,7,TITLE
2,9,3,3,1,BLUETOOTH_VERSION
3,25,18,2,2,OS
1,5,0,3,0,PRICE
8,65,7,34,7,NETWORK_4G
5,36,26,4,4,BATTERY_CAPACITY
3,11,3,5,2,CAMERA_FRONT
12,45,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
5,41,34,2,4,SCREEN_TYPE
5,30,19,6,4,TITLE
3,14,6,3,2,BLUETOOTH_VERSION
4,27,16,3,3,OS
1,4,0,2,0,PRICE
7,51,7,24,6,NETWORK_4G
5,33,18,5,4,WIFI
4,31,21,7,3,CPU
2,5,1,3,1,WEIGHT
6,20,4,9,5,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
8,43,22,10,7,SCREEN_RESOLUTION
9,47,33,5,8,TITLE
1,5,0,3,0,PRICE
7,37,24,6,6,TITLE
1,5,0,3,0,PRICE
11,56,39,6,10,TITLE
1,5,0,3,0,PRICE
8,44,28,6,7,TITLE
9,69,7,34,8,NETWORK_4G
9,43,32,3,8,TITLE
1,5,0,3,0,PRICE
7,39,26,6,6,TITLE
1,5,0,3,0,PRICE
7,35,28,1,6,TITLE
1,5,0,3,0,PRICE
10,88,7,48,9,NETWORK_4G
5,37,27,4,4,BATTERY_CAPACITY
3,19,14,3,2,CPU
3,17,11,2,2,CPU_CORES
9,52,30,10,8,CAMERA_BACK
12,43,8,17,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
7,37,24,6,6,TITLE
11,57,40,6,10,TITLE
8,44,32,4,7,TITLE
8,44,28,6,7,TITLE
9,48,34,5,8,TITLE
7,36,26,3,6,TITLE
5,36,26,4,4,BATTERY_CAPACITY
2,16,11,4,1,CPU
4,28,18,4,3,CPU_CORES
7,40,22,6,6,CAMERA_BACK
4,15,3,6,3,WEIGHT
12,45,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
5,31,22,4,4,TITLE
8,51,32,8,7,TITLE
1,5,0,3,0,PRICE
7,43,26,8,6,TITLE
6,37,25,6,5,TITLE
7,41,30,4,6,TITLE
4,27,16,3,3,OS
1,5,0,3,0,PRICE
4,23,15,4,3,BATTERY_CAPACITY
1,10,10,0,0,CPU
4,27,18,3,3,CPU_CORES
4,15,3,6,3,WEIGHT
12,45,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
8,41,22,9,7,SCREEN_RESOLUTION
8,44,31,5,7,TITLE
8,47,33,6,7,TITLE
1,5,0,3,0,PRICE
7,54,33,5,6,WIFI
4,23,15,4,3,BATTERY_CAPACITY
3,17,11,2,2,CPU_CORES
4,15,3,6,3,WEIGHT
12,45,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
7,44,32,4,6,TITLE
2,5,1,3,1,WEIGHT
6,19,4,8,5,PRODUCT_SIZE
10,53,28,11,9,SCREEN_SIZE
10,63,49,3,9,TITLE
7,47,29,8,6,TITLE
7,42,25,8,6,TITLE
9,54,34,8,8,TITLE
10,62,48,3,9,TITLE
8,50,31,8,7,TITLE
9,55,35,8,8,TITLE
7,47,29,8,6,TITLE
1,5,0,3,0,PRICE
9,54,34,8,8,TITLE
6,37,27,4,5,TITLE
2,10,9,0,1,OS
1,5,0,3,0,PRICE
5,40,23,5,4,SCREEN_SIZE
8,43,22,11,7,SCREEN_RESOLUTION
7,31,20,5,6,TITLE
1,5,0,3,0,PRICE
5,33,24,4,4,BATTERY_CAPACITY
4,31,21,7,3,CPU
4,27,18,3,3,CPU_CORES
6,34,20,3,5,CAMERA_BACK
4,15,3,6,3,WEIGHT
12,45,8,18,11,PRODUCT_SIZE
8,41,22,9,7,SCREEN_RESOLUTION
6,29,19,5,5,TITLE
1,4,0,2,0,PRICE
5,33,24,4,4,BATTERY_CAPACITY
2,15,10,4,1,CPU
3,11,3,3,2,CAMERA_FRONT
6,33,20,3,5,CAMERA_BACK
4,15,3,6,3,WEIGHT
12,43,8,17,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
9,41,28,5,8,TITLE
2,10,4,3,1,BLUETOOTH_VERSION
1,5,0,3,0,PRICE
7,47,28,5,6,WIFI
2,15,10,4,1,CPU
3,10,3,4,2,CAMERA_FRONT
4,15,3,6,3,WEIGHT
12,45,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
5,21,15,2,4,TITLE
4,23,15,4,3,BATTERY_CAPACITY
3,17,11,2,2,CPU_CORES
8,35,17,9,7,CAMERA_BACK
1,3,2,0,0,WEIGHT
12,44,8,18,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
8,36,24,5,7,TITLE
7,34,24,4,6,TITLE
8,40,26,7,7,TITLE
10,55,40,6,9,TITLE
8,46,33,6,7,TITLE
7,35,24,5,6,TITLE
4,27,18,2,3,OS
1,5,0,3,0,PRICE
9,69,7,34,8,NETWORK_4G
8,60,37,5,7,WIFI
2,13,8,4,1,GPU
4,25,16,6,3,CPU
5,21,13,3,4,EXTERNAL_MEMORY
5,35,20,8,4,CAMERA_FRONT
10,58,34,11,9,CAMERA_BACK
4,17,3,7,3,WEIGHT
12,41,8,16,11,PRODUCT_SIZE
8,39,26,6,7,TITLE
8,40,26,7,7,TITLE
9,43,29,6,8,TITLE
8,41,27,7,7,TITLE
1,5,0,3,0,PRICE
7,35,24,5,6,TITLE
3,17,8,3,2,BLUETOOTH_VERSION
9,68,46,5,8,OS
1,5,0,3,0,PRICE
12,100,7,52,11,NETWORK_4G
5,37,27,4,4,BATTERY_CAPACITY
2,10,6,3,1,GPU
4,31,21,7,3,CPU
8,57,36,7,8,CPU_CORES
4,18,6,6,3,CAMERA_FRONT
11,63,40,10,10,CAMERA_BACK
12,41,8,16,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
7,40,26,7,6,TITLE
3,13,5,3,2,BLUETOOTH_VERSION
1,5,0,3,0,PRICE
8,54,8,25,13,NETWORK_3G
5,37,27,4,4,BATTERY_CAPACITY
18,109,74,6,18,CAMERA_BACK
4,15,3,6,3,WEIGHT
12,43,8,17,11,PRODUCT_SIZE
5,40,23,5,4,SCREEN_SIZE
8,43,22,11,7,SCREEN_RESOLUTION
