TITLE|BLUETOOTH_VERSION|WIFI|EXTERNAL_MEMORY|ROM|RAM|PRICE|NETWORK_2G|NETWORK_3G|NETWORK_4G|WIRELESS_CONNECTIVITY|BATTERY_CAPACITY|CAMERA_BACK|CAMERA_FRONT|SIM_CARD_TYPE|PRODUCT_SIZE|WEIGHT|SCREEN_TYPE|SCREEN_SIZE|SCREEN_RESOLUTION|GPU|CPU|OS|CPU_CORES
sony xperia xa1 ultra dual sim 64gb g3226 gold|4.2, a2dp, aptx, le|wi-fi 802.11 a/b/g/n, dual-band, wi-fi direct, hotspot|microsd, up to 256 gb|64 gb| 4 gb ram|444 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 28(700), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / hspa / lte|non-removable li-ion 2700 mah battery|23 mp, f/2.0, 24mm, phase detection and laser autofocus, led flash|"16 mp, f/2.0, 23mm, 1/2.6"" sensor size, ois, autofocus, led flash, 1080p"|dual sim (nano-sim, dual stand-by)|165 x 79 x 8.1 mm (6.50 x 3.11 x 0.32 in)|188 g (6.63 oz)|ips lcd capacitive touchscreen, 16m colors|6.0 inches (~76.1% screen-to-body ratio)|1080 x 1920 pixels (~367 ppi pixel density)|mali-t880mp2|mediatek mt6757 helio p20|android 7.0 (nougat)|octa-core (4x2.3 ghz cortex-a53 & 4x1.6 ghz cortex-a53)
sony xperia z5 dual sim e6633 green|v4.1, a2dp, apt-x|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|microsd, up to 200 gb|32 gb| 3 gb ram|337 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 17(700), 20(800)|gsm / hspa / lte|non-removable li-ion 2900 mah battery|23 mp, 5520 х 4140 pixels, phase detection autofocus, led flash|5.1 mp, 1080p, hdr|dual sim (nano-sim, dual stand-by)|146 x 72 x 7.3 mm (5.75 x 2.83 x 0.29 in)|154 g (5.43 oz)|ips lcd capacitive touchscreen, 16m colors|5.2 inches (~69.6% screen-to-body ratio)|1080 x 1920 pixels (~428 ppi pixel density)|adreno 430|qualcomm msm8994 snapdragon 810|android os, v5.1.1 (lollipop), planned upgrade to v6.0 (marshmallow)|quad-core 1.5 ghz cortex-a53 & quad-core 2 ghz cortex-a57
sony xperia xa ultra dual sim 16gb f3216 white|v4.1, a2dp, le, apt-x|wi-fi 802.11 a/b/g/n, wi-fi direct, hotspot|microsd, up to 256 gb (dedicated slot)|16 gb| 3 gb ram|305 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 28(700), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / hspa / lte|non-removable li-ion 2700 mah battery|21.5 mp, phase detection autofocus, led flash|16 mp, 1/2.6|dual sim (nano-sim, dual stand-by)|164 x 79 x 8.4 mm (6.46 x 3.11 x 0.33 in)|202 g (7.13 oz)|ips lcd capacitive touchscreen, 16m colors|6.0 inches (~76.6% screen-to-body ratio)|1080 x 1920 pixels (~367 ppi pixel density)|mali-t860mp2|mediatek mt6755 helio p10|android os, v6.0.1 (marshmallow)|octa-core 2.0 ghz cortex-a53
sony xperia z5 premium dual sim e6833 gold|v4.1, a2dp, apt-x|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|microsd, up to 200 gb|32 gb| 3 gb ram|438 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1700(aws) / 1900 / 2100|lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 17(700), 20(800)|gsm / hspa / lte|non-removable li-ion 3430 mah battery|23 mp, 5520 х 4140 pixels, phase detection autofocus, led flash|5.1 mp, 1080p, hdr|dual sim (nano-sim, dual stand-by)|154.4 x 75.8 x 7.8 mm (6.08 x 2.98 x 0.31 in)|180 g (6.35 oz)|ips lcd capacitive touchscreen, 16m colors|5.5 inches (~71.3% screen-to-body ratio)|2160 x 3840 pixels (~801 ppi pixel density)|adreno 430|qualcomm msm8994 snapdragon 810|android os, v5.1.1 (lollipop), planned upgrade to v6.0 (marshmallow)|quad-core 1.5 ghz cortex-a53 & quad-core 2 ghz cortex-a57
sony xperia z5 premium e6853 pink|v4.1, a2dp, apt-x|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|microsd, up to 200 gb|32 gb| 3 gb ram|429 €|gsm 850 / 900 / 1800 / 1900|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 17(700), 20(800), 28(700), 38(2600), 40(2300)|gsm / hspa / lte|non-removable li-ion 3430 mah battery|23 mp, 5520 х 4140 pixels, phase detection autofocus, led flash|5.1 mp, 1080p, hdr|nano-sim|154.4 x 75.8 x 7.8 mm (6.08 x 2.98 x 0.31 in)|180 g (6.35 oz)|ips lcd capacitive touchscreen, 16m colors|5.5 inches (~70.4% screen-to-body ratio)|2160 x 3840 pixels (~806 ppi pixel density)|adreno 430|qualcomm msm8994 snapdragon 810|android os, v5.1.1 (lollipop), planned upgrade to v6.0 (marshmallow)|quad-core 1.5 ghz cortex-a53 & quad-core 2 ghz cortex-a57
sony xperia z5 premium dual sim e6833 black|v4.1, a2dp, apt-x|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|microsd, up to 200 gb|32 gb| 3 gb ram|444 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1700(aws) / 1900 / 2100|lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 17(700), 20(800)|gsm / hspa / lte|non-removable li-ion 3430 mah battery|23 mp, 5520 х 4140 pixels, phase detection autofocus, led flash|5.1 mp, 1080p, hdr|dual sim (nano-sim, dual stand-by)|154.4 x 75.8 x 7.8 mm (6.08 x 2.98 x 0.31 in)|180 g (6.35 oz)|ips lcd capacitive touchscreen, 16m colors|5.5 inches (~71.3% screen-to-body ratio)|2160 x 3840 pixels (~801 ppi pixel density)|adreno 430|qualcomm msm8994 snapdragon 810|android os, v5.1.1 (lollipop), planned upgrade to v6.0 (marshmallow)|quad-core 1.5 ghz cortex-a53 & quad-core 2 ghz cortex-a57
sony xperia xz dual sim 64gb f8332 pink|v4.2, a2dp, aptx, le|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|microsd, up to 256 gb (uses sim 2 slot)|64 gb| 3 gb ram|500 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100|lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 19(800), 20(800), 26(850), 28(700), 29(700), 32(1500), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / hspa / lte|non-removable li-ion 2900 mah battery|23 mp, f/2.0, 24mm, phase detection and laser autofocus, led flash|13 mp, f/2.0, 22mm, 1/3|dual sim (nano-sim, dual stand-by)|146 x 72 x 8.1 mm (5.75 x 2.83 x 0.32 in)|161 g (5.68 oz)|ips lcd capacitive touchscreen, 16m colors|5.2 inches (~70.9% screen-to-body ratio)|1080 x 1920 pixels (~424 ppi pixel density)|adreno 530|qualcomm msm8996 snapdragon 820|android os, v6.0.1 (marshmallow), planned upgrade to v7.0 (nougat)|quad-core (2x2.15 ghz kryo & 2x1.6 ghz kryo)
sony xperia z5 dual sim e6633 gold|v4.1, a2dp, apt-x|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|microsd, up to 200 gb|32 gb| 3 gb ram|327 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 17(700), 20(800)|gsm / hspa / lte|non-removable li-ion 2900 mah battery|23 mp, 5520 х 4140 pixels, phase detection autofocus, led flash|5.1 mp, 1080p, hdr|dual sim (nano-sim, dual stand-by)|146 x 72 x 7.3 mm (5.75 x 2.83 x 0.29 in)|154 g (5.43 oz)|ips lcd capacitive touchscreen, 16m colors|5.2 inches (~69.6% screen-to-body ratio)|1080 x 1920 pixels (~428 ppi pixel density)|adreno 430|qualcomm msm8994 snapdragon 810|android os, v5.1.1 (lollipop), planned upgrade to v6.0 (marshmallow)|quad-core 1.5 ghz cortex-a53 & quad-core 2 ghz cortex-a57
huawei y5 y560-l01 black|v4.0, a2dp, le|wi-fi 802.11 b/g/n, dlna, hotspot|microsd, up to 32 gb|8 gb| 1 gb ram|92 €|gsm 850 / 900 / 1800 / 1900|hsdpa 850 / 900 / 2100|lte band 1(2100), 3(1800), 7(2600), 8(900), 20(800)|gsm / hspa / lte|li-ion 2000 mah battery|5 mp, 2592 х 1944 pixels, autofocus, led flash|2 mp|micro-sim|134.6 x 66.6 x 10 mm|145 g|ips lcd capacitive touchscreen, 16m colors|4.5 inches (~61.7% screen-to-body ratio)|480 x 854 pixels (~217.7 ppi pixel density)|adreno 306|qualcomm msm8916 snapdragon 410|android os, v4.4.2 (kitkat)|quad-core 1.2 ghz cortex-a53
huawei p9 lite (2017) dual sim pra-lx1 gold|v4.1, a2dp, edr, le|wi-fi 802.11 b/g/n, wi-fi direct, hotspot|microsd, up to 256 gb (uses sim 2 slot)|16 gb| 3 gb ram|260 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 7(2600), 8(900), 3(1800), 20(800), 28(700)|gsm / hspa / lte|non-removable li-ion 3000 mah battery|12 mp, f/2.0, autofocus, led flash|8 mp, f/2.0, 1080p|dual sim (nano-sim, dual stand-by)|147.2 x 72.9 x 7.6 mm (5.80 x 2.87 x 0.30 in)|147 g (5.19 oz)|ips lcd capacitive touchscreen, 16m colors|5.2 inches (~69.5% screen-to-body ratio)|1080 x 1920 pixels (~424 ppi pixel density)|mali-t830 mp2|hisilicon kirin 655|android os, v7.0 (nougat)|octa-core (4x2.1 ghz cortex-a53 & 4x1.7 ghz cortex-a53)
huawei honor 8 lite dual sim 32gb pra-al00 gold|v4.1, a2dp, edr, le|wi-fi 802.11 b/g/n, wi-fi direct, hotspot|microsd, up to 256 gb (uses sim 2 slot)|32 gb| 3 gb ram|208 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1800 / 2100 / 2600 / 2300 / 2500|gsm / hspa / lte|non-removable li-ion 3000 mah battery|12 mp, f/2.0, autofocus, led flash|8 mp, f/2.0, 1080p|dual sim (nano-sim, dual stand-by)|147.2 x 72.9 x 7.6 mm (5.80 x 2.87 x 0.30 in)|147 g (5.19 oz)|ips lcd capacitive touchscreen, 16m colors|5.2 inches (~69.5% screen-to-body ratio)|1080 x 1920 pixels (~424 ppi pixel density)|mali-t830 mp2|hisilicon kirin 655|android os, v7.0 (nougat)|octa-core (4x2.1 ghz cortex-a53 & 4x1.7 ghz cortex-a53)
huawei ascend p8 lite dual sim white|v4.0, a2dp|wi-fi 802.11 b/g/n, hotspot|microsd, up to 128 gb (uses sim 2 slot)|16 gb| 2 gb ram|166 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 4(1700/2100), 7(2600), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / hspa / lte|non-removable li-ion 2200 mah battery|13 mp, 4160 x 3120 pixels, autofocus, dual-led flash|5 mp|dual sim (micro-sim, dual stand-by)|143 x 70.6 x 7.7 mm (5.63 x 2.78 x 0.30 in)|131 g (4.62 oz)|ips lcd capacitive touchscreen, 16m colors|5.0 inches (~68.3% screen-to-body ratio)|720 x 1280 pixels (~294 ppi pixel density)||hisilicon kirin 620|android os, v5.0.2 (lollipop)|octa-core 1.2 ghz
huawei ascend p8 lite dual sim black|v4.0, a2dp|wi-fi 802.11 b/g/n, hotspot|microsd, up to 128 gb (uses sim 2 slot)|16 gb| 2 gb ram|176 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 4(1700/2100), 7(2600), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / hspa / lte|non-removable li-ion 2200 mah battery|13 mp, 4160 x 3120 pixels, autofocus, dual-led flash|5 mp|dual sim (micro-sim, dual stand-by)|143 x 70.6 x 7.7 mm (5.63 x 2.78 x 0.30 in)|131 g (4.62 oz)|ips lcd capacitive touchscreen, 16m colors|5.0 inches (~68.3% screen-to-body ratio)|720 x 1280 pixels (~294 ppi pixel density)||hisilicon kirin 620|android os, v5.0.2 (lollipop)|octa-core 1.2 ghz
huawei p10 lte 64gb vtr-l29 silver|v4.2, a2dp, le|wi-fi 802.11 a/b/g/n/ac, dual-band, dlna, wifi direct, hotspot|microsd, up to 256 gb (uses sim 2 slot)|64 gb| 4 gb ram|516 €|gsm 850 / 900 / 1800 / 1900|hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100|lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 9(1800), 12(700), 17(700), 18(800), 19(800), 20(800), 26(850), 28(700), 29(700), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / hspa / lte|non-removable li-ion 3200 mah battery|dual 20 mp + 12 mp, f/2.2, ois, leica optics, phase detection and laser autofocus, dual-led (dual tone) flash|8 mp, f/1.9|nano-sim|145.3 x 69.3 x 7 mm (5.72 x 2.73 x 0.28 in)|145 g (5.11 oz)|ips-neo lcd capacitive touchscreen, 16m colors|5.1 inches (~71.2% screen-to-body ratio)|1080 x 1920 pixels (~432 ppi pixel density)|mali-g71 mp8|hisilicon kirin 960|android os, v7.0 (nougat)|octa-core (4x2.4 ghz cortex-a73 & 4x1.8 ghz cortex-a53)
huawei honor 8 lite dual sim 32gb 4gb ram pra-al00x gold|v4.1, a2dp, edr, le|wi-fi 802.11 b/g/n, wi-fi direct, hotspot|microsd, up to 256 gb (uses sim 2 slot)|32 gb| 4 gb ram|252 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1800 / 2100 / 2600 / 2300 / 2500|gsm / hspa / lte|non-removable li-ion 3000 mah battery|12 mp, f/2.0, autofocus, led flash|8 mp, f/2.0, 1080p|dual sim (nano-sim, dual stand-by)|147.2 x 72.9 x 7.6 mm (5.80 x 2.87 x 0.30 in)|147 g (5.19 oz)|ips lcd capacitive touchscreen, 16m colors|5.2 inches (~69.5% screen-to-body ratio)|1080 x 1920 pixels (~424 ppi pixel density)|mali-t830 mp2|hisilicon kirin 655|android os, v7.0 (nougat)|octa-core (4x2.1 ghz cortex-a53 & 4x1.7 ghz cortex-a53)
motorola moto e3 xt1700 black|v4.0, le|wi-fi 802.11 b/g/n, hotspot|microsd, up to 32 gb (dedicated slot)|8 gb| 1 gb ram|139 €|gsm 850 / 900 / 1800 / 1900|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600), 40(2300), 41(2500)|gsm / hspa / lte|removable li-ion 2800 mah battery|8 mp, autofocus, led flash|5 mp|micro-sim|143.8 x 71.6 x 8.5 mm (5.66 x 2.82 x 0.33 in)|140.6 g (4.97 oz)|ips lcd capacitive touchscreen, 16m colors|5.0 inches (~66.9% screen-to-body ratio)|720 x 1280 pixels (~294 ppi pixel density)|mali-t720|mediatek mt6735p|android os, v6.0 (marshmallow)|quad-core 1.0 ghz cortex-a53
caterpillar cat s40 dual sim black|v4.1|wi-fi 802.11 b/g/n, hotspot|microsd, up to 64 gb|16 gb| 1 gb ram|347 €|gsm 850 / 900 / 1800 / 1900|hsdpa 850 / 900 / 2100|lte band 1(2100), 3(1800), 7(2600), 8(900), 20(800)|gsm / hspa / lte|non-removable li-ion 3000 mah battery|8 mp, 3264 x 2448 pixels, autofocus|2 mp|dual sim (nano-sim, dual stand-by)|144.9 x 74.1 x 12.5 mm (5.70 x 2.92 x 0.49 in)|185 g (6.53 oz)|ips lcd capacitive touchscreen, 16m colors|4.7 inches (~56.7% screen-to-body ratio)|540 x 960 pixels (~234 ppi pixel density)|adreno 304|qualcomm msm8909 snapdragon 210|android os, v5.1 (lollipop)|quad-core 1.1 ghz cortex-a7
caterpillar cat s60 dual sim black|v4.1, a2dp|wi-fi 802.11 b/g/n, wi-fi direct, hotspot|microsd, up to 256 gb (dedicated slot)|32 gb| 3 gb ram|602 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 2100|lte band 1(2100), 3(1800), 7(2600), 8(900), 20(800)|gsm / hspa / lte|non-removable li-ion 3800 mah battery|13 mp, autofocus, dual-led (dual-tone) flash; flir thermal camera (lepton module)|5 mp|dual sim (nano-sim, dual stand-by)|147.9 x 73.4 x 12.7 mm (5.82 x 2.89 x 0.5 in)|n/a|a-si ahva capacitive touchscreen, 16m colors|4.7 inches (~56.1% screen-to-body ratio)|720 x 1280 pixels (~312 ppi pixel density)|adreno 405|qualcomm msm8952 snapdragon 617|android os, v6.0 (marshmallow)|octa-core (4x1.2 ghz cortex-a53 & 4x1.5 ghz cortex-a53)
caterpillar cat b30 dual sim black|v2.1|no|microsd, up to 32 gb|||100 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|||gsm|li-ion 1000 mah battery|2 mp, 1600 x 1200 pixels, autofocus|no|dual sim (micro-sim, dual stand-by)|125 x 57 x 22 mm (4.92 x 2.24 x 0.87 in)|105 g|tft|2.0 inches (~17.4% screen-to-body ratio)|320 x 240 pixels (~200 ppi pixel density)||n/a||208 mhz
caterpillar cat b25 black|v2.1|no|microsd, up to 8 gb|||85 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|||gsm|li-ion 1300 mah battery|2 mp, 1600 x 1200 pixels, autofocus|no|dual sim (micro-sim, dual stand-by)|125 x 57 x 22 mm (4.92 x 2.24 x 0.87 in)|161 g (5.68 oz)|tft|2.0 inches (~17.4% screen-to-body ratio)|240 x 320 pixels (~200 ppi pixel density)||mediatek mt6235||208 mhz
caterpillar cat s30 dual sim black|v4.1|wi-fi 802.11 b/g/n, hotspot|microsd, up to 64 gb|8 gb| 1 gb ram|196 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 2100|lte band 1(2100), 3(1800), 7(2600), 8(900), 20(800)|gsm / hspa / lte|non-removable li-ion 3000 mah battery|5 mp, 2592 х 1944 pixels, autofocus|2 mp|dual sim (nano-sim, dual stand-by)|141.9 x 72.7 x 13.2 mm|181 g|ips lcd capacitive touchscreen, 16m colors|4.5 inches (~56.7% screen-to-body ratio)|480 x 854 pixels (~234 ppi pixel density)|adreno 304|qualcomm msm8909 snapdragon 210|android os, v5.1 (lollipop)|quad-core 1.1 ghz cortex-a7
oppo r1100 white|v4.0, a2dp|wi-fi 802.11 b/g/n, wi-fi direct, hotspot|microsd, up to 128 gb (dedicated slot)|4 gb| 1 gb ram|163 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 3(1800), 7(2600), 38(2600), 39(1900), 40(2300)|gsm / hspa / lte|non-removable li-ion 1800 mah battery|5 mp , autofocus, led flash|2 mp|dual sim (micro-sim, dual stand-by)|132 x 65.8 x 9.2 mm|132 g|capacitive touchscreen, 16m colors|4.5 inches|480 x 854 pixels (~218 ppi pixel density)|adreno 305|qualcomm snapdragon 400|android os, v4.4 (kitkat)|quad-core 1.2 ghz cortex-a7
blackberry classic q20 white|v4.0, a2dp, edr, le|wi-fi 802.11 a/b/g/n, dual-band, hotspot|microsd, up to 128 gb|16 gb| 2 gb ram|258 €|gsm 850 / 900 / 1800 / 1900|hsdpa 850 / 900 / 1900 / 2100|lte 800 / 850 / 900 / 1800 / 1900 / 2100 / 2600 (bands 1, 2, 3, 5, 7, 8, 20)|gsm / hspa / lte|non-removable li-ion 2515 mah battery|8 mp, 3264 x 2448 pixels, autofocus, led flash|2 mp|nano-sim|131 x 72.4 x 10.2 mm (5.16 x 2.85 x 0.40 in)|177 g (6.24 oz)|capacitive touchscreen, 16m colors|3.5 inches (~40.8% screen-to-body ratio)|720 x 720 pixels (~294 ppi pixel density)|adreno 225|qualcomm msm8960 snapdragon|blackberry 10.3.1 os|dual-core 1.5 ghz krait
blackberry passport white|v4.0, a2dp, le|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|microsd, up to 128 gb|32 gb| 3 gb ram|276 €|gsm 850 / 900 / 1800 / 1900|hsdpa 850 / 900 / 1700 / 1900 / 2100|lte 850 / 900 / 1800 / 2100 / 2600 (bands 1, 3, 5, 7, 8)|gsm / hspa / lte|non-removable li-ion 3450 mah battery|13 mp, 4128 x 3096 pixels, autofocus, optical image stabilization, led flash|2 mp, 720p|nano-sim|128 x 90.3 x 9.3 mm (5.04 x 3.56 x 0.37 in)|196 g (6.91 oz)|ips lcd capacitive touchscreen, 16m colors|4.5 inches (~56.5% screen-to-body ratio)|1440 x 1440 pixels (~453 ppi pixel density)|adreno 330|qualcomm msm8974aa snapdragon 801|blackberry 10.3 os|quad-core 2.26 ghz krait 400
blackberry classic q20 black|v4.0, a2dp, edr, le|wi-fi 802.11 a/b/g/n, dual-band, hotspot|microsd, up to 128 gb|16 gb| 2 gb ram|263 €|gsm 850 / 900 / 1800 / 1900|hsdpa 850 / 900 / 1900 / 2100|lte 800 / 850 / 900 / 1800 / 1900 / 2100 / 2600 (bands 1, 2, 3, 5, 7, 8, 20)|gsm / hspa / lte|non-removable li-ion 2515 mah battery|8 mp, 3264 x 2448 pixels, autofocus, led flash|2 mp|nano-sim|131 x 72.4 x 10.2 mm (5.16 x 2.85 x 0.40 in)|177 g (6.24 oz)|capacitive touchscreen, 16m colors|3.5 inches (~40.8% screen-to-body ratio)|720 x 720 pixels (~294 ppi pixel density)|adreno 225|qualcomm msm8960 snapdragon|blackberry 10.3.1 os|dual-core 1.5 ghz krait
blackberry passport black|v4.0, a2dp, le|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|microsd, up to 128 gb|32 gb| 3 gb ram|227 €|gsm 850 / 900 / 1800 / 1900|hsdpa 850 / 900 / 1900 / 2100|lte 850 / 900 / 1800 / 2100 / 2600 (bands 1, 3, 5, 7, 8)|gsm / hspa / lte|non-removable li-ion 3450 mah battery|13 mp, 4128 x 3096 pixels, autofocus, optical image stabilization, led flash|2 mp, 720p|nano-sim|128 x 90.3 x 9.3 mm (5.04 x 3.56 x 0.37 in)|196 g (6.91 oz)|ips lcd capacitive touchscreen, 16m colors|4.5 inches (~56.5% screen-to-body ratio)|1440 x 1440 pixels (~453 ppi pixel density)|adreno 330|qualcomm msm8974aa snapdragon 801|blackberry 10.3 os|quad-core 2.26 ghz krait 400
blackberry leap gray|v4.0, a2dp, edr, le|wi-fi 802.11 b/g/n, hotspot|microsd, up to 128 gb|16 gb| 2 gb ram|126 €|gsm 850 / 900 / 1800 / 1900|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 7(2600), 8(900), 20(800)|gsm / hspa / lte|non-removable li-ion 2800 mah battery|8 mp, 3264 x 2448 pixels, autofocus, led flash|2 mp, 720p|mini-sim|144 x 72.8 x 9.5 mm (5.67 x 2.87 x 0.37 in)|170 g (6.00 oz)|capacitive touchscreen, 16m colors|5.0 inches (~65.7% screen-to-body ratio)|720 x 1280 pixels (~294 ppi pixel density)|adreno 305|qualcomm msm8960 snapdragon s4 plus|blackberry os 10.3.1|dual-core 1.5 ghz krait
tcl p561u dual sim 16gb 2gb ram white|4.1|wi-fi 802.11 b/g/n, hotspot|microsd, up to 32 gb (dedicated slot)|16 gb| 2 gb ram|112 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 40(2300)|gsm / hspa / lte|removable li-ion 2800 mah battery|8 mp, autofocus, led flash|5 mp|dual sim (micro-sim, dual stand-by)|151 x 85 x 7.3 mm|150 g|ips fl capacitive touchscreen, 16m colors|5.0 inches|720 x 1280 pixels|mali-t720|mtk6735p|android 5.1 (lollipop)|quad-core 1.0 ghz
meizu m5c dual sim 16gb gold|4.1, a2dp, le|wi-fi 802.11 a/b/g/n, dual-band, hotspot|microsd, up to 256 gb (uses sim 2 slot)|16 gb| 2 gb ram|123 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600), 40(2300)|gsm / hspa / lte|non-removable 3000 mah battery|8 mp, f/2.0, autofocus, dual-led (dual tone) flash|5 mp, f/2.2|dual sim (nano-sim, dual stand-by)|144 x 70.5 x 8.3 mm (5.67 x 2.78 x 0.33 in)|135 g (4.76 oz)|ips lcd capacitive touchscreen, 16m colors|5.0 inches (~67.9% screen-to-body ratio)|720 x 1280 pixels (~294 ppi pixel density)|mali-t720mp1|mediatek mt6737|android 6.0 (marshmallow)|quad-core 1.3 ghz cortex-a53
meizu m5c dual sim 16gb black|4.1, a2dp, le|wi-fi 802.11 a/b/g/n, dual-band, hotspot|microsd, up to 256 gb (uses sim 2 slot)|16 gb| 2 gb ram|123 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600), 40(2300)|gsm / hspa / lte|non-removable 3000 mah battery|8 mp, f/2.0, autofocus, dual-led (dual tone) flash|5 mp, f/2.2|dual sim (nano-sim, dual stand-by)|144 x 70.5 x 8.3 mm (5.67 x 2.78 x 0.33 in)|135 g (4.76 oz)|ips lcd capacitive touchscreen, 16m colors|5.0 inches (~67.9% screen-to-body ratio)|720 x 1280 pixels (~294 ppi pixel density)|mali-t720mp1|mediatek mt6737|android 6.0 (marshmallow)|quad-core 1.3 ghz cortex-a53
alcatel ot-2008g black|v3.0, edr|no|microsd, up to 32 gb (dedicated slot)|||49 €|gsm 850 / 900 / 1800 / 1900|||gsm|removable li-ion 1400 mah battery|2 mp|no|mini-sim|117 x 61.5 x 12.5 mm|90 g|tn, 256k colors|2.4 inches|240 x 320 pixels (~167 ppi pixel density)||||
alcatel ot-2008g silver|v3.0, edr|no|microsd, up to 32 gb (dedicated slot)|||62 €|gsm 850 / 900 / 1800 / 1900|||gsm|removable li-ion 1400 mah battery|2 mp|no|mini-sim|117 x 61.5 x 12.5 mm|90 g|tn, 256k colors|2.4 inches|240 x 320 pixels (~167 ppi pixel density)||||
alcatel ot-2007d dual sim dark brown|v3.0|no|no||16 mb ram|54 €|gsm 900 / 1800 sim 1 & sim 2|||gsm|removable li-ion 750 mah battery|3.15 mp|no|dual sim (micro-sim, dual stand-by)|119 x 50 x 9.8 mm (4.69 x 1.97 x 0.39 in)|72 g (2.54 oz)|tft, 256k colors|2.4 inches (~30.0% screen-to-body ratio)|240 x 320 pixels (~167 ppi pixel density)||||
