TITLE	BLUETOOTH_VERSION	USB_VERSION	DEVICE_TYPE	SIM_CARD_SLOT	OS	OS_BITS	SIM_CARD_TYPE	BRAND	MODEL	PRICE	WIRELESS_CONNECTIVITY	NETWORK_4G	NETWORK_3G	NETWORK_2G	NETWORK_TYPE	WIFI	BATTERY_CAPACITY	BATTERY_TYPE	RAM_CAPACITY	RAM_TYPE	GPU	CPU	CPU_FREQ	CPU_CORES	EXTERNAL_MEMORY	STORAGE_SSD	STORAGE_HDD	CAMERA_FRONT	CAMERA_BACK	WEIGHT	PRODUCT_SIZE	SCREEN_SIZE	SCREEN_PPI	SCREEN_TYPE	SCREEN_RESOLUTION	COLOR	ETHERNET_SPEED
htc google pixel xl 32gb black	v4.2, a2dp, le				android os, v7.1 (nougat)		nano-sim			815 €		lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 20(800), 25(1900), 26(850), 28(700), 29(700), 30(2300), 41(2500)	hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100	gsm 850 / 900 / 1800 / 1900		wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot	non-removable li-ion 3450 mah battery		 4 gb ram		adreno 530	qualcomm msm8996 snapdragon 821		quad-core (2x2.15 ghz kryo & 2x1.6 ghz kryo)	no	32 gb		8 mp, f/2.4, 1/3.2	12.3 mp, f/2.0, eis (gyro), phase detection & laser autofocus, dual-led (dual tone) flash	168 g (5.93 oz)	154.7 x 75.7 x 8.5 mm (6.09 x 2.98 x 0.33 in)	5.5 inches (~71.2% screen-to-body ratio)		amoled capacitive touchscreen, 16m colors	1440 x 2560 pixels (~534 ppi pixel density)		
htc google pixel xl 128gb black	v4.2, a2dp, le				android os, v7.1 (nougat)		nano-sim			941 €		lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 20(800), 25(1900), 26(850), 28(700), 29(700), 30(2300), 41(2500)	hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100	gsm 850 / 900 / 1800 / 1900		wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot	non-removable li-ion 3450 mah battery		 4 gb ram		adreno 530	qualcomm msm8996 snapdragon 821		quad-core (2x2.15 ghz kryo & 2x1.6 ghz kryo)	no	128 gb		8 mp, f/2.4, 1/3.2	12.3 mp, f/2.0, eis (gyro), phase detection & laser autofocus, dual-led (dual tone) flash	168 g (5.93 oz)	154.7 x 75.7 x 8.5 mm (6.09 x 2.98 x 0.33 in)	5.5 inches (~71.2% screen-to-body ratio)		amoled capacitive touchscreen, 16m colors	1440 x 2560 pixels (~534 ppi pixel density)		
htc 10 lte 32gb m10h gold	v4.2, a2dp, apt-x				android os, v6.0.1 (marshmallow)		nano-sim			403 €		lte band 2100 (b1), 850 (b5), 1800 (b3), 2600 (b7), 900 (b8), 800 (b20), 700 (b12), td-lte2600 (b38), td-lte2500 (b41), td-lte2300 (b40), 700 (b28), 1500 (b32)	hsdpa 850 / 900 / 1900 / 2100	gsm 850 / 900 / 1800 / 1900		wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot	non-removable li-ion 3000 mah battery		 4 gb ram		adreno 530	qualcomm msm8996 snapdragon 820		dual-core 2.15 ghz kryo & dual-core 1.6 ghz kryo	microsd, up to 200 gb (dedicated slot)	32 gb		5 mp, f/1.8, 23mm, ois, autofocus, 1.34	12 mp, f/1.8, 26mm, ois, laser autofocus, dual-led (dual tone) flash	161 g (5.68 oz)	145.9 x 71.9 x 9 mm (5.74 x 2.83 x 0.35 in)	5.2 inches (~71.1% screen-to-body ratio)		super lcd5 capacitive touchscreen, 16m colors	1440 x 2560 pixels (~565 ppi pixel density)		
apple iphone 7 plus 256gb silver	v4.2, a2dp, le				ios 10.0.1, upgradable to ios 10.0.2		nano-sim			922 €		lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 27(800), 28(700), 29(700), 30(2300), 38(2600), 39(1900), 40(2300), 41(2500)	hsdpa 850 / 900 / 1700(aws) / 1900 / 2100	gsm 850 / 900 / 1800 / 1900		wi-fi 802.11 a/b/g/n/ac, dual-band, hotspot	non-removable li-ion 2900 mah battery (11.1 wh)		 3 gb ram		(six-core graphics)	apple a10 fusion		quad-core 2.23 ghz	no	256 gb		7 mp, f/2.2, 32mm, 1080p@30fps, 720p@240fps, face detection, hdr, panorama	dual 12 mp, (28mm, f/1.8, ois & 56mm, f/2.8), phase detection autofocus, 2x optical zoom, quad-led (dual tone) flash	188 g (6.63 oz)	158.2 x 77.9 x 7.3 mm (6.23 x 3.07 x 0.29 in)	5.5 inches (~67.7% screen-to-body ratio)		led-backlit ips lcd, capacitive touchscreen, 16m colors	1080 x 1920 pixels (~401 ppi pixel density)		
apple iphone 6s plus 16gb rose gold	v4.2, a2dp, le				ios 9, upgradable to ios 9.0.1		nano-sim			606 €		lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 29(700), 30(2300) a1633	hsdpa 850 / 900 / 1700 / 1900 / 2100	gsm 850 / 900 / 1800 / 1900		wi-fi 802.11 a/b/g/n/ac, dual-band, hotspot	non-removable li-po 2750 mah battery (10.45 wh)		 2 gb ram		powervr gt7600 (six-core graphics)	apple a9		dual-core 1.84 ghz	no	16 gb		5 mp, 1080p@30fps, 720p@240fps, face detection, hdr, panorama	12 mp, 4608 x 2592 pixels, optical image stabilization, phase detection autofocus, dual-led (dual tone) flash	192 g (6.77 oz)	158.2 x 77.9 x 7.3 mm (6.23 x 3.07 x 0.29 in)	5.5 inches (~67.7% screen-to-body ratio)		led-backlit ips lcd, capacitive touchscreen, 16m colors	1080 x 1920 pixels (~401 ppi pixel density)		
apple iphone 6s plus 64gb silver	v4.2, a2dp, le				ios 9, upgradable to ios 9.0.1		nano-sim			656 €		lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 29(700), 30(2300) a1633	hsdpa 850 / 900 / 1700 / 1900 / 2100	gsm 850 / 900 / 1800 / 1900		wi-fi 802.11 a/b/g/n/ac, dual-band, hotspot	non-removable li-po 2750 mah battery (10.45 wh)		 2 gb ram		powervr gt7600 (six-core graphics)	apple a9		dual-core 1.84 ghz	no	64 gb		5 mp, 1080p@30fps, 720p@240fps, face detection, hdr, panorama	12 mp, 4608 x 2592 pixels, optical image stabilization, phase detection autofocus, dual-led (dual tone) flash	192 g (6.77 oz)	158.2 x 77.9 x 7.3 mm (6.23 x 3.07 x 0.29 in)	5.5 inches (~67.7% screen-to-body ratio)		led-backlit ips lcd, capacitive touchscreen, 16m colors	1080 x 1920 pixels (~401 ppi pixel density)		
apple iphone 7 plus 128gb jet black	v4.2, a2dp, le				ios 10.0.1, upgradable to ios 10.0.2		nano-sim			937 €		lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 27(800), 28(700), 29(700), 30(2300), 38(2600), 39(1900), 40(2300), 41(2500)	hsdpa 850 / 900 / 1700(aws) / 1900 / 2100	gsm 850 / 900 / 1800 / 1900		wi-fi 802.11 a/b/g/n/ac, dual-band, hotspot	non-removable li-ion 2900 mah battery (11.1 wh)		 3 gb ram		(six-core graphics)	apple a10 fusion		quad-core 2.23 ghz	no	128 gb		7 mp, f/2.2, 32mm, 1080p@30fps, 720p@240fps, face detection, hdr, panorama	dual 12 mp, (28mm, f/1.8, ois & 56mm, f/2.8), phase detection autofocus, 2x optical zoom, quad-led (dual tone) flash	188 g (6.63 oz)	158.2 x 77.9 x 7.3 mm (6.23 x 3.07 x 0.29 in)	5.5 inches (~67.7% screen-to-body ratio)		led-backlit ips lcd, capacitive touchscreen, 16m colors	1080 x 1920 pixels (~401 ppi pixel density)		
apple iphone 7 plus 128gb black	v4.2, a2dp, le				ios 10.0.1, upgradable to ios 10.0.2		nano-sim					lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 27(800), 28(700), 29(700), 30(2300), 38(2600), 39(1900), 40(2300), 41(2500)	hsdpa 850 / 900 / 1700(aws) / 1900 / 2100	gsm 850 / 900 / 1800 / 1900		wi-fi 802.11 a/b/g/n/ac, dual-band, hotspot	non-removable li-ion 2900 mah battery (11.1 wh)		 3 gb ram		(six-core graphics)	apple a10 fusion		quad-core 2.23 ghz	no	128 gb		7 mp, f/2.2, 32mm, 1080p@30fps, 720p@240fps, face detection, hdr, panorama	dual 12 mp, (28mm, f/1.8, ois & 56mm, f/2.8), phase detection autofocus, 2x optical zoom, quad-led (dual tone) flash	188 g (6.63 oz)	158.2 x 77.9 x 7.3 mm (6.23 x 3.07 x 0.29 in)	5.5 inches (~67.7% screen-to-body ratio)		led-backlit ips lcd, capacitive touchscreen, 16m colors	1080 x 1920 pixels (~401 ppi pixel density)		
samsung galaxy s8 plus lte 64gb sm-g955f arctic silver	v5.0, a2dp, le, aptx				android os, v7.0		nano-sim			734 €		lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 17(700), 20(800), 28(700)	hsdpa 850 / 900 / 1700(aws) / 1900 / 2100	gsm 850 / 900 / 1800 / 1900		wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, hotspot	non-removable li-ion 3500 mah battery		 4 gb ram		mali-g71 mp20	exynos 8895 octa		octa-core (4x2.3 ghz & 4x1.7 ghz)	microsd, up to 256 gb (dedicated slot)	64 gb		8 mp, f/1.7, autofocus, 1440p@30fps, dual video call, auto hdr	12 mp, f/1.7, 26mm, phase detection autofocus, ois, led flash	173 g (6.10 oz)	159.5 x 73.4 x 8.1 mm (6.28 x 2.89 x 0.32 in)	6.2 inches (~84.0% screen-to-body ratio)		super amoled capacitive touchscreen, 16m colors	1440 x 2960 pixels (~529 ppi pixel density)		
samsung galaxy s8 lte 64gb sm-g950f midnight black	5.0, a2dp, le, aptx				android 7.0 (nougat)		nano-sim			612 €		lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 17(700), 20(800), 28(700)	hsdpa 850 / 900 / 1700(aws) / 1900 / 2100	gsm 850 / 900 / 1800 / 1900		wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, hotspot	non-removable li-ion 3000 mah battery		 4 gb ram		mali-g71 mp20	exynos 8895 octa		octa-core (4x2.3 ghz & 4x1.7 ghz)	microsd, up to 256 gb (dedicated slot)	64 gb		8 mp, f/1.7, autofocus, 1440p@30fps, dual video call, auto hdr	12 mp, f/1.7, 26mm, phase detection autofocus, ois, led flash	155 g (5.47 oz)	148.9 x 68.1 x 8 mm (5.86 x 2.68 x 0.31 in)	5.8 inches (~83.6% screen-to-body ratio)		super amoled capacitive touchscreen, 16m colors	1440 x 2960 pixels (~570 ppi pixel density)		
samsung galaxy s7 edge duos 32gb sm-g9350 pink	v4.2, a2dp, le, apt-x				android os, v6.0.1 (marshmallow)		dual sim (nano-sim, dual stand-by)			552 €		lte band 2100 (b1), 700 (b17), 850 (b5), 700 (b13), 1700/2100 (b4), 1800 (b3), 2600 (b7), 1900 (b2), 800 (b18), 900 (b8), 800 (b20), 1900 (b25), 700 (b12), 800 (b26), td-lte2600 (b38), 800 (b19), td-lte2500 (b41), td-lte2300 (b40), td-lte1900 (b39) sim 1	hsdpa 850 / 900 / 1900 / 2100 sim 1	gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2		wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, hotspot	non-removable li-ion 3600 mah battery		 4 gb ram		adreno 530	qualcomm msm8996 snapdragon 820		dual-core 2.15 ghz kryo & dual-core 1.6 ghz kryo	microsd, up to 256 gb (uses sim 2 slot)	32 gb		5 mp, f/1.7, 22mm, dual video call, auto hdr	12 mp, f/1.7, 26mm, phase detection autofocus, ois, led flash	157 g (5.54 oz)	150.9 x 72.6 x 7.7 mm (5.94 x 2.86 x 0.30 in)	5.5 inches (~76.1% screen-to-body ratio)		super amoled capacitive touchscreen, 16m colors	1440 x 2560 pixels (~534 ppi pixel density)		
samsung galaxy s7 edge duos 32gb sm-g935fd pink	v4.2, a2dp, le, apt-x				android os, v6.0 (marshmallow)		dual sim (nano-sim, dual stand-by)			571 €		lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 38(2600), 39(1900), 40(2300), 41(2500)	hsdpa 850 / 900 / 1900 / 2100 sim 1	gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2		wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, hotspot	non-removable li-ion 3600 mah battery		 4 gb ram		mali-t880 mp12	exynos 8890 octa		quad-core 2.6 ghz mongoose + quad-core 1.6 ghz cortex-a53	microsd, up to 256 gb (uses sim 2 slot)	32 gb		5 mp, f/1.7, 22mm, dual video call, auto hdr	12 mp, f/1.7, 26mm, phase detection autofocus, ois, led flash	157 g (5.54 oz)	150.9 x 72.6 x 7.7 mm (5.94 x 2.86 x 0.30 in)	5.5 inches (~76.1% screen-to-body ratio)		super amoled capacitive touchscreen, 16m colors	1440 x 2560 pixels (~534 ppi pixel density)		
samsung galaxy s8 dual sim 64gb sm-g950fd gold	5.0, a2dp, le, aptx				android 7.0 (nougat)		dual sim (nano-sim, dual stand-by)			678 €		lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 17(700), 20(800), 28(700)	hsdpa 850 / 900 / 1700(aws) / 1900 / 2100	gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2		wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, hotspot	non-removable li-ion 3000 mah battery		 4 gb ram		mali-g71 mp20	exynos 8895 octa		octa-core (4x2.3 ghz & 4x1.7 ghz)	microsd, up to 256 gb (uses sim 2 slot)	64 gb		8 mp, f/1.7, autofocus, 1440p@30fps, dual video call, auto hdr	12 mp, f/1.7, 26mm, phase detection autofocus, ois, led flash	155 g (5.47 oz)	148.9 x 68.1 x 8 mm (5.86 x 2.68 x 0.31 in)	5.8 inches (~83.6% screen-to-body ratio)		super amoled capacitive touchscreen, 16m colors	1440 x 2960 pixels (~570 ppi pixel density)		
samsung galaxy s8 dual sim 64gb sm-g950fd midnight black	5.0, a2dp, le, aptx				android 7.0 (nougat)		dual sim (nano-sim, dual stand-by)			700 €		lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 17(700), 20(800), 28(700)	hsdpa 850 / 900 / 1700(aws) / 1900 / 2100	gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2		wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, hotspot	non-removable li-ion 3000 mah battery		 4 gb ram		mali-g71 mp20	exynos 8895 octa		octa-core (4x2.3 ghz & 4x1.7 ghz)	microsd, up to 256 gb (uses sim 2 slot)	64 gb		8 mp, f/1.7, autofocus, 1440p@30fps, dual video call, auto hdr	12 mp, f/1.7, 26mm, phase detection autofocus, ois, led flash	155 g (5.47 oz)	148.9 x 68.1 x 8 mm (5.86 x 2.68 x 0.31 in)	5.8 inches (~83.6% screen-to-body ratio)		super amoled capacitive touchscreen, 16m colors	1440 x 2960 pixels (~570 ppi pixel density)		
samsung galaxy s8 plus lte 64gb sm-g955f midnight black	v5.0, a2dp, le, aptx				android os, v7.0		nano-sim			738 €		lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 17(700), 20(800), 28(700)	hsdpa 850 / 900 / 1700(aws) / 1900 / 2100	gsm 850 / 900 / 1800 / 1900		wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, hotspot	non-removable li-ion 3500 mah battery		 4 gb ram		mali-g71 mp20	exynos 8895 octa		octa-core (4x2.3 ghz & 4x1.7 ghz)	microsd, up to 256 gb (dedicated slot)	64 gb		8 mp, f/1.7, autofocus, 1440p@30fps, dual video call, auto hdr	12 mp, f/1.7, 26mm, phase detection autofocus, ois, led flash	173 g (6.10 oz)	159.5 x 73.4 x 8.1 mm (6.28 x 2.89 x 0.32 in)	6.2 inches (~84.0% screen-to-body ratio)		super amoled capacitive touchscreen, 16m colors	1440 x 2960 pixels (~529 ppi pixel density)		
samsung galaxy s8 dual sim 64gb sm-g950fd orchid gray	5.0, a2dp, le, aptx				android 7.0 (nougat)		dual sim (nano-sim, dual stand-by)			678 €		lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 17(700), 20(800), 28(700)	hsdpa 850 / 900 / 1700(aws) / 1900 / 2100	gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2		wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, hotspot	non-removable li-ion 3000 mah battery		 4 gb ram		mali-g71 mp20	exynos 8895 octa		octa-core (4x2.3 ghz & 4x1.7 ghz)	microsd, up to 256 gb (uses sim 2 slot)	64 gb		8 mp, f/1.7, autofocus, 1440p@30fps, dual video call, auto hdr	12 mp, f/1.7, 26mm, phase detection autofocus, ois, led flash	155 g (5.47 oz)	148.9 x 68.1 x 8 mm (5.86 x 2.68 x 0.31 in)	5.8 inches (~83.6% screen-to-body ratio)		super amoled capacitive touchscreen, 16m colors	1440 x 2960 pixels (~570 ppi pixel density)		
samsung galaxy s7 edge duos 64gb sm-g935fd pink	v4.2, a2dp, le, apt-x				android os, v6.0 (marshmallow)		dual sim (nano-sim, dual stand-by)			587 €		lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 38(2600), 39(1900), 40(2300), 41(2500)	hsdpa 850 / 900 / 1900 / 2100 sim 1	gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2		wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, hotspot	non-removable li-ion 3600 mah battery		 4 gb ram		mali-t880 mp12	exynos 8890 octa		quad-core 2.6 ghz mongoose + quad-core 1.6 ghz cortex-a53	microsd, up to 256 gb (uses sim 2 slot)	64 gb		5 mp, f/1.7, 22mm, dual video call, auto hdr	12 mp, f/1.7, 26mm, phase detection autofocus, ois, led flash	157 g (5.54 oz)	150.9 x 72.6 x 7.7 mm (5.94 x 2.86 x 0.30 in)	5.5 inches (~76.1% screen-to-body ratio)		super amoled capacitive touchscreen, 16m colors	1440 x 2560 pixels (~534 ppi pixel density)		
samsung galaxy s8 lte 64gb sm-g950f orchid gray	5.0, a2dp, le, aptx				android 7.0 (nougat)		nano-sim			644 €		lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 17(700), 20(800), 28(700)	hsdpa 850 / 900 / 1700(aws) / 1900 / 2100	gsm 850 / 900 / 1800 / 1900		wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, hotspot	non-removable li-ion 3000 mah battery		 4 gb ram		mali-g71 mp20	exynos 8895 octa		octa-core (4x2.3 ghz & 4x1.7 ghz)	microsd, up to 256 gb (dedicated slot)	64 gb		8 mp, f/1.7, autofocus, 1440p@30fps, dual video call, auto hdr	12 mp, f/1.7, 26mm, phase detection autofocus, ois, led flash	155 g (5.47 oz)	148.9 x 68.1 x 8 mm (5.86 x 2.68 x 0.31 in)	5.8 inches (~83.6% screen-to-body ratio)		super amoled capacitive touchscreen, 16m colors	1440 x 2960 pixels (~570 ppi pixel density)		
samsung galaxy s7 edge duos 128gb sm-g935fd black	v4.2, a2dp, le, apt-x				android os, v6.0 (marshmallow)		dual sim (nano-sim, dual stand-by)			602 €		lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 38(2600), 39(1900), 40(2300), 41(2500)	hsdpa 850 / 900 / 1900 / 2100 sim 1	gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2		wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, hotspot	non-removable li-ion 3600 mah battery		 4 gb ram		mali-t880 mp12	exynos 8890 octa		quad-core 2.6 ghz mongoose + quad-core 1.6 ghz cortex-a53	microsd, up to 256 gb (uses sim 2 slot)	128 gb		5 mp, f/1.7, 22mm, dual video call, auto hdr	12 mp, f/1.7, 26mm, phase detection autofocus, ois, led flash	157 g (5.54 oz)	150.9 x 72.6 x 7.7 mm (5.94 x 2.86 x 0.30 in)	5.5 inches (~76.1% screen-to-body ratio)		super amoled capacitive touchscreen, 16m colors	1440 x 2560 pixels (~534 ppi pixel density)		
samsung galaxy s8 lte 64gb sm-g950f arctic silver	5.0, a2dp, le, aptx				android 7.0 (nougat)		nano-sim			644 €		lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 17(700), 20(800), 28(700)	hsdpa 850 / 900 / 1700(aws) / 1900 / 2100	gsm 850 / 900 / 1800 / 1900		wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, hotspot	non-removable li-ion 3000 mah battery		 4 gb ram		mali-g71 mp20	exynos 8895 octa		octa-core (4x2.3 ghz & 4x1.7 ghz)	microsd, up to 256 gb (dedicated slot)	64 gb		8 mp, f/1.7, autofocus, 1440p@30fps, dual video call, auto hdr	12 mp, f/1.7, 26mm, phase detection autofocus, ois, led flash	155 g (5.47 oz)	148.9 x 68.1 x 8 mm (5.86 x 2.68 x 0.31 in)	5.8 inches (~83.6% screen-to-body ratio)		super amoled capacitive touchscreen, 16m colors	1440 x 2960 pixels (~570 ppi pixel density)		
samsung galaxy s8 plus dual sim 64gb sm-g955fd orchid gray	v5.0, a2dp, le, aptx				android os, v7.0		dual sim (nano-sim, dual stand-by)			743 €		lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 17(700), 20(800), 28(700)	hsdpa 850 / 900 / 1700(aws) / 1900 / 2100	gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2		wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, hotspot	non-removable li-ion 3500 mah battery		 4 gb ram		mali-g71 mp20	exynos 8895 octa		octa-core (4x2.3 ghz & 4x1.7 ghz)	microsd, up to 256 gb (uses sim 2 slot)	64 gb		8 mp, f/1.7, autofocus, 1440p@30fps, dual video call, auto hdr	12 mp, f/1.7, 26mm, phase detection autofocus, ois, led flash	173 g (6.10 oz)	159.5 x 73.4 x 8.1 mm (6.28 x 2.89 x 0.32 in)	6.2 inches (~84.0% screen-to-body ratio)		super amoled capacitive touchscreen, 16m colors	1440 x 2960 pixels (~529 ppi pixel density)		
samsung galaxy s8 plus dual sim 64gb sm-g955fd midnight black	v5.0, a2dp, le, aptx				android os, v7.0		dual sim (nano-sim, dual stand-by)			752 €		lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 17(700), 20(800), 28(700)	hsdpa 850 / 900 / 1700(aws) / 1900 / 2100	gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2		wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, hotspot	non-removable li-ion 3500 mah battery		 4 gb ram		mali-g71 mp20	exynos 8895 octa		octa-core (4x2.3 ghz & 4x1.7 ghz)	microsd, up to 256 gb (uses sim 2 slot)	64 gb		8 mp, f/1.7, autofocus, 1440p@30fps, dual video call, auto hdr	12 mp, f/1.7, 26mm, phase detection autofocus, ois, led flash	173 g (6.10 oz)	159.5 x 73.4 x 8.1 mm (6.28 x 2.89 x 0.32 in)	6.2 inches (~84.0% screen-to-body ratio)		super amoled capacitive touchscreen, 16m colors	1440 x 2960 pixels (~529 ppi pixel density)		
samsung galaxy s8 plus lte 64gb sm-g955f orchid gray	v5.0, a2dp, le, aptx				android os, v7.0		nano-sim			738 €		lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 17(700), 20(800), 28(700)	hsdpa 850 / 900 / 1700(aws) / 1900 / 2100	gsm 850 / 900 / 1800 / 1900		wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, hotspot	non-removable li-ion 3500 mah battery		 4 gb ram		mali-g71 mp20	exynos 8895 octa		octa-core (4x2.3 ghz & 4x1.7 ghz)	microsd, up to 256 gb (dedicated slot)	64 gb		8 mp, f/1.7, autofocus, 1440p@30fps, dual video call, auto hdr	12 mp, f/1.7, 26mm, phase detection autofocus, ois, led flash	173 g (6.10 oz)	159.5 x 73.4 x 8.1 mm (6.28 x 2.89 x 0.32 in)	6.2 inches (~84.0% screen-to-body ratio)		super amoled capacitive touchscreen, 16m colors	1440 x 2960 pixels (~529 ppi pixel density)		
samsung galaxy s8 plus lte 64gb sm-g9550 midnight black	v5.0, a2dp, le, aptx				android os, v7.0		nano-sim			783 €		lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 17(700), 20(800), 28(700)	hsdpa 850 / 900 / 1700(aws) / 1900 / 2100	gsm 850 / 900 / 1800 / 1900		wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, hotspot	non-removable li-ion 3500 mah battery		 4 gb ram		mali-g71 mp20	exynos 8895 octa		octa-core (4x2.3 ghz & 4x1.7 ghz)	microsd, up to 256 gb (dedicated slot)	64 gb		8 mp, f/1.7, autofocus, 1440p@30fps, dual video call, auto hdr	12 mp, f/1.7, 26mm, phase detection autofocus, ois, led flash	173 g (6.10 oz)	159.5 x 73.4 x 8.1 mm (6.28 x 2.89 x 0.32 in)	6.2 inches (~84.0% screen-to-body ratio)		super amoled capacitive touchscreen, 16m colors	1440 x 2960 pixels (~529 ppi pixel density)		
sony xperia xz premium dual sim 64gb g8142 black	5.0, a2dp, aptx, le				android 7.1 (nougat)		dual sim (nano-sim, dual stand-by)					lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 19(800), 20(800), 26(850), 28(700), 29(700), 32(1500), 38(2600), 39(1900), 40(2300), 41(2500)	hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100	gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2		wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot	non-removable li-ion 3230 mah battery		 4 gb ram		adreno 540	qualcomm msm8998 snapdragon 835		octa-core (4x2.45 ghz kryo & 4x1.9 ghz kryo)	microsd, up to 256 gb (uses sim 2 slot)	64 gb		"13 mp, f/2.0, 22mm, 1/3"" sensor size, 1.12"	19 mp, f/2.0, 25mm, eis (gyro), predictive phase detection and laser autofocus, led flash	195 g (6.88 oz)	156 x 77 x 7.9 mm (6.14 x 3.03 x 0.31 in)	5.46 inches (~68.4% screen-to-body ratio)		ips lcd capacitive touchscreen, 16m colors	3840 x 2160 pixels (~807 ppi pixel density)		
